ship_node_org_cd,ship_node_org_nm,item_type,sort_flg,NEXT_GEN_FLAG,IP_Flag,fulmnt_channel,sales_qty
86256006,Power Distributors LLC - Dallas TX,1P,Others,OTHER,Others,FC,133
451873,CODA RESOURCES LTD-Glendale Heights-IL-1,1P,Others,OTHER,Others,FC,9
46801703,LAMOUR HOSIERY INC-North Brunswick-NJ-3,1P,Others,OTHER,Others,FC,12
67543901,Lifetime Brands Inc - Rialto CA,1P,Others,OTHER,Others,FC,3660
429379,SPECTRA PREMIUM MOBILITY SOLUT-Greenfield-IN-48663fc9-0fef-41d8-9722-54a5c00baa61,1P,Others,OTHER,Others,FC,579
52725433,Goodyear Tire And Rubber Co - Belleville MI,1P,Others,OTHER,Others,FC,900
62832699,DELTICOM NORTH AMERICA INC-INDIANAPOLIS-IN-99,1P,Others,OTHER,Others,FC,180
34024505,MINDSINSYNC INC-Fontana-CA-4e705e69-6bcb-4413-86fd-5f367b0946ef,1P,Others,OTHER,Others,FC,68
533625,Capital Technology Inc - Chino CA,1P,Others,OTHER,Others,FC,125
916704,Recon Group - Bentonville AR,1P,Others,OTHER,Others,FC,113
4401,ATL1s Atlanta FC 8240,WFS,Sort,OTHER,IP,FC,543474
257282,Bo Do Ko Usa Inc - Carson CA,1P,Others,OTHER,Others,FC,3117
12409740,Garage Hub LLC-Phoenix-AZ-bcc7f9c6-257e-4d8c-89da-07a3aff47f54,1P,Others,OTHER,Others,FC,251
47482188,ON DEMAND TIRES LLC-Bloomington-IN-7c5e448b-a405-43bf-bbf1-5a27c74eb2e9,1P,Others,OTHER,Others,FC,318
61748,UNI-BALL CORPORATION-Wheaton-IL-1,1P,Others,OTHER,Others,FC,3
46941602,EMS MIND READER LLC-Ontario-CA-2,1P,Others,OTHER,Others,FC,21
52725415,Goodyear Tire And Rubber Co - Tampa FL,1P,Others,OTHER,Others,FC,1075
12409756,Garage Hub LLC-Arlington-TX-a30ca425-23d4-45d5-8866-e53fcb9b34f8,1P,Others,OTHER,Others,FC,198
7739327,HONGGE LLC-Cucamonga-CA-81fcf4a5-1234-4d31-9216-390d8776a002,1P,Others,OTHER,Others,FC,1
STORE,STORE,1P,Others,OTHER,Others,DFS,46098374
5211212,"EMERY JENSEN DISTRIBUTION, LLC-West Jefferson-OH-12",1P,Others,OTHER,Others,FC,1660
54697802,ACHIM IMPORTING CO INC-North Brunswick-NJ-2,1P,Others,OTHER,Others,FC,8267
634631,Best Silver Inc - New York NY,1P,Others,OTHER,Others,FC,90
42762120,Yita LLC-Forest Park-GA-20,1P,Others,OTHER,Others,FC,7303
1751206,Cap Barbell Inc - Deer Park TX,1P,Others,OTHER,Others,FC,10613
83559244,Carrolls LLC - Ankeny IA,1P,Others,OTHER,Others,FC,114
42762106,Yita LLC-Rancho Cucamonga-CA-6,1P,Others,OTHER,Others,FC,1
605113,933460 Ontario Inc - Buffalo NY,1P,Others,OTHER,Others,FC,1
42535154,SIMPLE TIRE LLC-TOTOWA-NJ-a5623260-bb69-413b-a5ff-29026e146297,1P,Others,OTHER,Others,FC,111
43148924,Verona Sky International Tradi-Columbus-NJ-1528d3d4-51b2-4318-8682-94f2e36763ad,1P,Others,OTHER,Others,FC,6
8830753,Sweet Night Technology Inc.-Florence-NJ-53,1P,Others,OTHER,Others,FC,8
756283,Transform Partners LLC - Poway CA,1P,Others,OTHER,Others,FC,22
44103005,D And H Distributing Co - Bolingbrook IL,1P,Others,OTHER,Others,FC,1332
45073405,CIRCLE GRAPHICS INC-Scotts Valley-CA-5,1P,Others,OTHER,Others,FC,299
554821,Brand Network Inc The - Baldwin Park CA,1P,Others,OTHER,Others,FC,558
55375502,HORIZON GROUP USA-McDonough-GA-2,1P,Others,OTHER,Others,FC,330
9339809,Nexware E-Commerce LLC-Fontana-CA-9,1P,Others,OTHER,Others,FC,1
521666,Inval America LLC - Miami FL,1P,Others,OTHER,Others,FC,1
540182,Everflow Supplies Inc - Carteret NJ,1P,Others,OTHER,Others,FC,783
47482193,ON DEMAND TIRES LLC-Masury-OH-31764df1-6182-47ae-b315-650db7030eb8,1P,Others,OTHER,Others,FC,1007
5624003,Royal Gourmet Corp - Riverside CA,1P,Others,OTHER,Others,FC,115
480395,Design Art Inc - Champlain NY,1P,Others,OTHER,Others,FC,218
72519,Quifly Inc-Mira Loma-CA-1,1P,Others,OTHER,Others,FC,3
580647,Pennington Seed Inc - Peebles OH,1P,Others,OTHER,Others,FC,630
816475,The Chillafish Company Nv - Plainfield IN,1P,Others,OTHER,Others,FC,334
61454264,SIMPLE TIRE LLC-Saint Paul-MN-349f937f-fae9-4e76-8597-b29767ae1cdf,1P,Others,OTHER,Others,FC,2765
43127659,Cofree-Azusa-CA-35180407-8629-43e5-ad23-d63a6ea4cc97,1P,Others,OTHER,Others,FC,99
83614108,OBERON DISTRIBUTION INC-Chino-CA-4e3fbb92-be43-4072-a78d-21267b6c2683,1P,Others,OTHER,Others,FC,55
47699402,Longwood Forest Products Inc - Stone Mountain GA,1P,Others,OTHER,Others,FC,61
32519603,POLY-TEX INC-Burnsville-MN-b8ff2e5b-a963-40bd-959d-4b7e4aabadc8,1P,Others,OTHER,Others,FC,11
23624006,Indian Industries Inc - Evansville IN,1P,Others,OTHER,Others,FC,23
28021,IND3 Mccordsville IN FC 7552,WFS,Sort,NEXT_GEN,Others,FC,1703294
725082,Jefferies Socks LLC - Burlington NC,1P,Others,OTHER,Others,FC,461
73076,"Gwen Studios, LLC-Fort Lawn-SC-1",1P,Others,OTHER,Others,FC,323
7201137,MACHINEHOME INC-Romeoville-IL-00f56fa3-d24b-4212-af1b-555a0bc1521b,1P,Others,OTHER,Others,FC,1123
62832614,Delticom North America Inc - ZT MO DC 14,1P,Others,OTHER,Others,FC,417
47482212,ON DEMAND TIRES LLC-Hialeah-FL-60bf3d37-e3e2-43a9-aaa1-c1770b643c45,1P,Others,OTHER,Others,FC,542
38631,DFW6 Fort Worth TX FC 3865,WFS,Sort,OTHER,IP,FC,17749
213645,Momeni Inc - Atlanta GA,1P,Others,OTHER,Others,FC,135
546181,Joy Systems Inc - Somerset NJ,1P,Others,OTHER,Others,FC,9
26871404,FEINKIND INC-Plainfield-IN-c2a58730-7de6-4a60-960d-67eb3ea77bf6,1P,Others,OTHER,Others,FC,4
817064,Gordon Companies Inc - Buffalo NY,1P,Others,OTHER,Others,FC,268
54056004,VANGODDY INC-Rancho Cucamonga-CA-602aa7e3-cb4c-4e9d-9783-303200bd4ddb,1P,Others,OTHER,Others,FC,544
511710,Hudson Envelope Of New Jersey - Northvale NJ,1P,Others,OTHER,Others,FC,3660
47482249,ON DEMAND TIRES LLC-Blackwood-NJ-2019d14a-b444-4040-8365-4c0ecda993c5,1P,Others,OTHER,Others,FC,706
83559241,Carrolls LLC - Nitro WV,1P,Others,OTHER,Others,FC,136
54292110,LIFESTYLE SOLUTIONS-Stockton-CA-dfe1d90e-7a59-43bd-9ab1-8a95e53eba73,1P,Others,OTHER,Others,FC,107
86256002,Power Distributors LLC - Castleton On Hudson NY,1P,Others,OTHER,Others,FC,71
704291,Buddeez Inc - Union MO,1P,Others,OTHER,Others,FC,460
76056402,Nps Public Furniture Corp - Santa Fe Springs CA,1P,Others,OTHER,Others,FC,25
42846007,Cosiest Inc-Rancho Cucamonga-CA-cdb57f78-2dad-4533-ac11-de00c2171c1d,1P,Others,OTHER,Others,FC,1
83559207,Carrolls LLC - Avenel NJ,1P,Others,OTHER,Others,FC,108
616683,Luxurien International LLC - West Jordan UT,1P,Others,OTHER,Others,FC,8
4494509,C&Q INTERNATIONAL CORP-Houston-TX-9,1P,Others,OTHER,Others,FC,1
52725426,Goodyear Tire And Rubber Co - San Antonio TX,1P,Others,OTHER,Others,FC,622
63520602,American Exchange Time LLC - Somerset NJ,1P,Others,OTHER,Others,FC,83
43192809,Gerojo LLC-Perris-CA-e44ae3ca-c89d-4b9b-b3de-12f1a5682b42,1P,Others,OTHER,Others,FC,19
63490206,IT LUGGAGE USA LTD-CHINO-CA-aef63537-0f7a-41d5-960b-a33bb57b7797,1P,Others,OTHER,Others,FC,178
14420406,ARDEN COMPANIES-Fort Wayne-IN-3,1P,Others,OTHER,Others,FC,1315
10811506,WILD GROUP DEVELOPMENT INC-WALNUT-CA-8d20d8e6-6c87-4c06-8999-15c0ae2e556b,1P,Others,OTHER,Others,FC,17
43148919,Verona Sky International Tradi-Pooler-GA-2cb71487-a3c1-4f8a-a291-162568fcc6d7,1P,Others,OTHER,Others,FC,1
483669,Willow Creek Press - Minocqua WI,1P,Others,OTHER,Others,FC,235
566562,Intradeco Apparel Inc - Summerville SC,1P,Others,OTHER,Others,FC,3987
52725485,GOODYEAR TIRE & RUBBER CO-Newnan-GA-83,1P,Others,OTHER,Others,FC,1817
1525377,Jerusalem International Market ????? ????? - Phoenix,1P,Others,OTHER,Others,FC,109
75207602,Fitueyes Inc-City of Industry-CA-2,1P,Others,OTHER,Others,FC,512
36189,Skylinknet Inc - Ontario CA,1P,Others,OTHER,Others,FC,12
31628,Brabantia Usa Inc - Fort Worth TX,1P,Others,OTHER,Others,FC,37
11834609,"Golden Bull Marketing, LLC-Millstone Township-NJ-470fb729-64f3-4ff1-8b29-7d509e3da6df",1P,Others,OTHER,Others,FC,11
9077804,Wge West Group Inc-Houston-TX-94fc9393-ffe2-4901-9fc2-aabf0be5dade,1P,Others,OTHER,Others,FC,6
23186008,HUFFY BICYCLE CO-Chino-CA-7,1P,Others,OTHER,Others,FC,428
47689038,LLYTECH INC-Houston-TX-f62a55f8-3c47-41d0-84f8-7aa254fb586c,1P,Others,OTHER,Others,FC,702
43148907,Verona Sky International Tradi-North Brunswick-NJ-345eb4ce-ccb6-4574-8edf-3a773bdd77b4,1P,Others,OTHER,Others,FC,5
8951402,"Pre Sales, Inc.-San Diego-CA-2",1P,Others,OTHER,Others,FC,20
63360533,Gigacloud Technology(usa) Inc.-Bloomingdale-GA-33,1P,Others,OTHER,Others,FC,1282
7042148,US NOVA LLC-Austell-GA-a65de858-2e6d-4013-b6d3-6ce0e8c3084e,1P,Others,OTHER,Others,FC,1
42535127,SIMPLE TIRE LLC-Masury-OH-27,1P,Others,OTHER,Others,FC,32
9290206,Qiduo Innovation Inc-Linden-NJ-2425d6b4-7b00-45f8-800d-255e8d7d4fe0,1P,Others,OTHER,Others,FC,1
42762118,Yita LLC-Redlands-CA-18,1P,Others,OTHER,Others,FC,4630
42535168,SIMPLE TIRE LLC-MEMPHIS-TN-08738063-ba47-46f3-85ba-22509ed3b8f8,1P,Others,OTHER,Others,FC,116
76152803,"Yardmax Power Products, Inc.-El PASO-TX-3",1P,Others,OTHER,Others,FC,1678
867200,Readerlink Distribution Servic - Romeoville IL,1P,Others,OTHER,Others,FC,25258
61454223,SIMPLE TIRE LLC-Pomona-CA-0e776138-1659-4637-b861-c483190ad438,1P,Others,OTHER,Others,FC,2575
10108357,Gewnee LLC-Parlin-NJ-474a7f4b-9be9-4c44-9305-fb3567d7b4cc,1P,Others,OTHER,Others,FC,1
4494525,C&Q INTERNATIONAL CORP-Houston-TX-25,1P,Others,OTHER,Others,FC,1556
4748219,On Demand Tires LLC - El Paso TX,1P,Others,OTHER,Others,FC,982
19936403,"Clarios, LLC-Holland-MI-3",1P,Others,OTHER,Others,FC,571
43127682,Cofree-Jersey Village-TX-3fc08053-d489-481f-8435-abd55866edcb,1P,Others,OTHER,Others,FC,3
839407,Sandberg Furniture Mfg Co I - Los Angeles CA,1P,Others,OTHER,Others,FC,14
60414503,SHASON INC-Commerce-CA-a7a02f49-cb5f-4ac8-a631-44f1c93eae40,1P,Others,OTHER,Others,FC,4460
44103009,D&H DISTRIBUTING CO-Middletown-PA-7,1P,Others,OTHER,Others,FC,1878
61454289,SIMPLE TIRE LLC-Humboldt-TN-fd1a345a-00ce-4aec-893e-c719fc5954f8,1P,Others,OTHER,Others,FC,1258
42838624,Wayli International LLC-Fontana-CA-3097ba2f-85c5-4f29-aa4a-3f38d48d4135,1P,Others,OTHER,Others,FC,9
28910102,Creative Manufacturing LLC - Arlington TX,1P,Others,OTHER,Others,FC,10
4269503,Keystone Automotive Operations - Brownstown MI,1P,Others,OTHER,Others,FC,1459
17870008,Sp Richards Co - Woodland CA,1P,Others,OTHER,Others,FC,3706
8245713,"Sophio, LLC-Memphis-TN-13",1P,Others,OTHER,Others,FC,1526
83415301,Ingram Micro Inc - Mira Loma CA,1P,Others,OTHER,Others,FC,476
783159,Emsco Inc - Girard PA,1P,Others,OTHER,Others,FC,1206
44656205,BOYD FLOTATION INC-Maryland Heights-MO-2,1P,Others,OTHER,Others,FC,25
5792523,MAX FURNITURE INC-Ontario-CA-04134978-2793-46f3-a82a-f3f03290a423,1P,Others,OTHER,Others,FC,57
7739309,Hongge LLC-Chino-CA-9,1P,Others,OTHER,Others,FC,4
75595202,LEARNING RESOURCES-Vernon Hills-IL-2,1P,Others,OTHER,Others,FC,13779
47482178,ON DEMAND TIRES LLC-Saint Joseph-MN-1b82910a-4c06-4b03-900b-549d9338260a,1P,Others,OTHER,Others,FC,848
82400205,Uboxes LLC - Mishawaka IN,1P,Others,OTHER,Others,FC,7
7082720,SIMONFURNITURE INTERNATIONAL I-ONTARIO-CA-bfc82a1a-9cef-40c8-b60d-c1e3f349e4a3,1P,Others,OTHER,Others,FC,5
66510218,ALMO FULLFILLMENT SERVICES WEST-Langhorne-PA-16,1P,Others,OTHER,Others,FC,15
30492,Educators Resource Inc - Semmes AL,1P,Others,OTHER,Others,FC,6853
563206,DREAM ON ME INC-Somerset-NJ-5,1P,Others,OTHER,Others,FC,16193
54773002,Wambam Fence Inc - Charlotte NC,1P,Others,OTHER,Others,FC,541
73702,Outdoor Leisure Products Inc - Webb City MO DC 2,1P,Others,OTHER,Others,FC,247
75510303,STOREBOUND LLC-Chino-CA-1,1P,Others,OTHER,Others,FC,829
38438,Ingram Book Group LLC - Lavergne TN,1P,Others,OTHER,Others,FC,102762
83415304,Ingram Micro Inc - Carol Stream IL,1P,Others,OTHER,Others,FC,1110
3463906,Mqrs Holdings Inc - Buffalo NY,1P,Others,OTHER,Others,FC,3
47482221,ON DEMAND TIRES LLC-Morrow-GA-e5c36f72-26b6-443e-a314-6d7b4b7226ad,1P,Others,OTHER,Others,FC,351
61454238,SIMPLE TIRE LLC-San Antonio-TX-a47825e0-93cd-4d8e-933c-d9190759e07f,1P,Others,OTHER,Others,FC,1658
657582,Tracfone Wireless Inc - Grand Prairie TX,1P,Others,OTHER,Others,FC,10312
45056206,TZUMI ELECTRONICS LLC-Corona-CA-b66d3c88-ac61-44ef-b2e7-de69abbe5b17,1P,Others,OTHER,Others,FC,3561
7174203,Best Babie Inc.-Buford-GA-3,1P,Others,OTHER,Others,FC,78
1525207,4719 N 20th St - Phoenix,1P,Others,OTHER,Others,FC,5
17870025,Sp Richards Co - Memphis TN,1P,Others,OTHER,Others,FC,2216
1525278,Sabores Market Kendall - Miami,1P,Others,OTHER,Others,FC,102
7082702,Simonfurniture International I - Rancho Cucamonga CA,1P,Others,OTHER,Others,FC,6
47048411,"FXI, INC.-Terrell-TX-0249fe7e-c521-4837-98fe-6126d600c918",1P,Others,OTHER,Others,FC,31
42823503,RENFRO CORPORATION-City of Industry-CA-3,1P,Others,OTHER,Others,FC,1
8302,PHL1s Bethlehem FC 7356,WFS,Sort,OTHER,IP,FC,288792
50126308,"BACK TO THE ROOTS, INC.-Denver-CO-7fa78eac-2ab5-4be6-ab1b-1d82e7b61580",1P,Others,OTHER,Others,FC,21
59646,Sheralven Enterprises Ltd - Edgewood NY,1P,Others,OTHER,Others,FC,29
761528,Yardmax Power Products Inc - Roselle IL DC1,1P,Others,OTHER,Others,FC,9
141309,Roger Cleveland Golf Company - Fountain SC,1P,Others,OTHER,Others,FC,109
1525418,Star Package Store - College Park,1P,Others,OTHER,Others,FC,142
51656002,Vornado Air LLC - Andover KS,1P,Others,OTHER,Others,FC,192
145334,Brad Barry Company Ltd - Chino CA,1P,Others,OTHER,Others,FC,425
55693616,"Meyer Distributing Inc. Orlando, FX-071",1P,Others,OTHER,Others,FC,164
13441,Cyberpower Inc - La Puente CA,1P,Others,OTHER,Others,FC,175
42620,Jin Mei Lun Trading LLC - Montebello CA,1P,Others,OTHER,Others,FC,453
9718755,Henkey Inc-Rincon-GA-846cc461-8ae7-4b76-94a6-06431b69dae1,1P,Others,OTHER,Others,FC,1
538520,Van Zyverden Inc - Meridian MS,1P,Others,OTHER,Others,FC,1838
9316,IND2n Plainfield FC 6955,WFS,Others,OTHER,Others,FC,71442
21485105,MAD ENGINE LLC-Redlands-CA-89f76fdd-f5b5-4f51-a659-f6ab32549975,1P,Others,OTHER,Others,FC,1711
49358208,SOUND AROUND INC-Brookshire-TX-8,1P,Others,OTHER,Others,FC,426
26175504,Lebanon Seaboard Corp - Danville IL,1P,Others,OTHER,Others,FC,2484
6284,MCO1s Davenport FC 7853,1P,Sort,OTHER,Others,FC,1759667
12569711,Weer Home Inc.-sugarland-TX-77cda843-9cfa-495b-b815-a8cce127a812,1P,Others,OTHER,Others,FC,1314
42535145,SIMPLE TIRE LLC-Phoenix-AZ-67d9da7a-275c-441e-8e5c-00199db77da5,1P,Others,OTHER,Others,FC,265
20850103,PROSOURCE DISCOUNTS INC-Robersonville-NC-8847eb2f-a8d7-40fd-b2e7-f02a43bf2c46,1P,Others,OTHER,Others,FC,1032
66510205,Almo Fullfillment Services Wes - Milwaukee WI,1P,Others,OTHER,Others,FC,147
40278406,KOLCRAFT ENTERPRISES INC-FONTANA-CA-5,1P,Others,OTHER,Others,FC,50
5792504,Max Furniture Inc - Monroe Township NY,1P,Others,OTHER,Others,FC,21
454371,Chi Hsin Impex Inc - Pomona CA,1P,Others,OTHER,Others,FC,1597
6589402,IMAGINARIUM & CO INC-Laredo-TX-2,1P,Others,OTHER,Others,FC,1774
60510004,Reliable Tire Distributors Inc - Atlanta GA,1P,Others,OTHER,Others,FC,19
10811502,WILD GROUP DEVELOPMENT INC-Savannah-GA-7e9b77ea-d7bd-4a00-bb2e-2c5f9f38ef07,1P,Others,OTHER,Others,FC,44
31341,"PHL5s Greencastle, PA FC 3124",1P,Sort,NEXT_GEN,IP,DFS,6
62832610,Delticom North America Inc - TT NY DC 10,1P,Others,OTHER,Others,FC,23
52725432,Goodyear Tire And Rubber Co - Aurora CO,1P,Others,OTHER,Others,FC,974
63877507,SUNRISE GLOBAL MARKETING LLC-Sparks-NV-3e630399-5e81-4aae-a3df-ea0c2d710b11,1P,Others,OTHER,Others,FC,53
7439,ORD1s Joliet IL FC 7441,1P,Sort,NEXT_GEN,IP,FC,882335
62832603,Delticom North America Inc - MT KY DC 3,1P,Others,OTHER,Others,FC,1699
12409758,Garage Hub LLC-Whiteland-IN-0c6bfd48-bd1c-4f77-a2b9-e28b550a1926,1P,Others,OTHER,Others,FC,259
363130,Couristan Inc - Dalton GA,1P,Others,OTHER,Others,FC,38
689305,Dgl Group Ltd - Rialto CA,1P,Others,OTHER,Others,FC,244
543513,GREAT STAR INDUSTRIAL USA LLC-Gravette-AR-1,1P,Others,OTHER,Others,FC,1805
26512308,Land N Sea Distributing Inc - Clinton Township MI,1P,Others,OTHER,Others,FC,409
28698201,Bent Grass Holdings Inc - Fort Worth TX,1P,Others,OTHER,Others,FC,19
5792506,Max Furniture Inc - Savannah GA,1P,Others,OTHER,Others,FC,21
66129111,LENOX CORPORATION-Hagerstown-MD-9,1P,Others,OTHER,Others,FC,1
1525439,2101 Savoy Dr - Chamblee,1P,Others,OTHER,Others,FC,17
3477342,Cocam International Enterprises Ltd.-Elk Grove Village-IL-42,1P,Others,OTHER,Others,FC,2
61454254,SIMPLE TIRE LLC-Saint Charles-MO-13c67c7e-1b16-4d3f-ac7d-e25083ad1b28,1P,Others,OTHER,Others,FC,2045
21197204,LUXURY HOME 1 INC-Walnut-CA-d9624d08-57b7-4ace-a061-301dff9c769d,1P,Others,OTHER,Others,FC,119
25812403,IMPLUS FOOTCARE LLC-Clayton-NC-3,1P,Others,OTHER,Others,FC,20
135342,Dash Designs Inc - Tempe AZ,1P,Others,OTHER,Others,FC,12
8830730,"Sweetnight Home Co., Ltd-Ontario-CA-30",1P,Others,OTHER,Others,FC,15
43162007,Safavieh Intl LLC - Flemington NJ - L41,1P,Others,OTHER,Others,FC,458
3491003,GT Ventures LLC-North Las Vegas-NV-3,1P,Others,OTHER,Others,FC,61
1762105,Solutions 2 Go LLC - Lake Forest CA2,1P,Others,OTHER,Others,FC,698
29821,DFW5s Lancaster TX FC 3006,1P,Sort,NEXT_GEN,IP,DFS,9
98026806,Lifetime Products - Mascot TN,1P,Others,OTHER,Others,FC,1232
434306,MOXX BRAND LIMITED-Perris-CA-f922eede-f641-4678-bb8a-259894e103af,1P,Others,OTHER,Others,FC,7
788512,Scosche Industries Inc - Oxnard CA,1P,Others,OTHER,Others,FC,2
9054009,Xiaonie Liao-Industry-CA-a3507eac-326f-4b0f-b8f4-6009b2206d00,1P,Others,OTHER,Others,FC,227
619992,Oriental Unlimited Inc - Franklin MA,1P,Others,OTHER,Others,FC,360
28536103,FABRIC EDITIONS INC-BURLINGTON-NC-3,1P,Others,OTHER,Others,FC,306
466972,Good Sportsman Marketing LLC - Grand Prairie TX,1P,Others,OTHER,Others,FC,30
7679703,Flashvin Ltd-Ontario-CA-3,1P,Others,OTHER,Others,FC,128
8943311,IDEA NUOVA INC-Rancho Cucamonga-CA-9,1P,Others,OTHER,Others,FC,6
7261202,Prctz LLC-Allen-TX-2,1P,Others,OTHER,Others,FC,2
53734503,"ARROWHEAD ENGINEERED PRODUCTS, INC.-Circle Pines-MN-3",1P,Others,OTHER,Others,FC,42
11116074,Qualdepot-Carteret-NJ-bba5dfb6-35ea-4edb-9869-a883a9d22d8d,1P,Others,OTHER,Others,FC,42
11834603,"Golden Bull Marketing, LLC-Pooler-GA-fb30b15f-731b-4c3a-9e2b-f0d1e7d53d52",1P,Others,OTHER,Others,FC,16
66388,Dollar And Plus LLC - Dayton NJ,1P,Others,OTHER,Others,FC,478
86207134,"ALVANTOR INDUSTRY CO., LTD.-Dayton-NJ-8208468b-c2f9-4896-acb4-7b8c0edbdd94",1P,Others,OTHER,Others,FC,151
42535160,SIMPLE TIRE LLC-MCCOOK-IL-b98c13d7-4f4d-4ff7-a3b3-05b07f3c5af8,1P,Others,OTHER,Others,FC,261
58665,Sutton Home Fashions LLC - City Of Industry CA,1P,Others,OTHER,Others,FC,19
15010203,Southwire Company LLC - Villa Rica GA,1P,Others,OTHER,Others,FC,574
4044030,Wise Tiger LLC-Stafford-TX-1ef0d359-cece-45e0-8512-12be446d58b3,1P,Others,OTHER,Others,FC,89
73987504,MERCHSOURCE LLC-Corona-CA-2880071f-fd4a-41cc-a7b2-f27696f0cf14,1P,Others,OTHER,Others,FC,112
51749302,MULTI ONLINE DISTRIBUTION INC-Grove City-OH-2,1P,Others,OTHER,Others,FC,12
6468,MCO2n Davenport FC 8905,1P,Others,OTHER,Others,FC,136304
61454249,SIMPLE TIRE LLC-Gray-LA-8f944eac-c922-4dba-b860-abeca0ce19f7,1P,Others,OTHER,Others,FC,1386
833951,Lighthouse Wholesale LLC - Dayton NJ DC 1,1P,Others,OTHER,Others,FC,1117
98026807,Lifetime Products - Columbus OH DC 2,1P,Others,OTHER,Others,FC,1488
8989503,Gymax LLC-Hutchinson-KS-3,1P,Others,OTHER,Others,FC,4
37360508,NEWELL BRANDS INC.-Winfield-KS-7,1P,Others,OTHER,Others,FC,1
8302,PHL1s Bethlehem FC 7356,1P,Sort,OTHER,IP,FC,605875
28021,IND3 Mccordsville IN FC 7552,1P,Sort,NEXT_GEN,IP,FC,1345331
53895206,WAREHOUSE OF TIFFANY-Commerce-CA-6,1P,Others,OTHER,Others,FC,58
672645,Unified Inc - Plainview NY,1P,Others,OTHER,Others,FC,2
96606902,HIGH POINT DESIGN LLC-PERRIS-CA-2,1P,Others,OTHER,Others,FC,271
517972,Az Patio Heaters - Tolleson AZ,1P,Others,OTHER,Others,FC,4
4494566,C&Q INTERNATIONAL CORP-Aurora-IL-6cca4b15-1570-4de2-a503-051957add426,1P,Others,OTHER,Others,FC,4195
38360,Trickeration - Cleveland OH,1P,Others,OTHER,Others,FC,24
79562002,Globe Electric Company (USA) Inc-San Bernardino-CA-2,1P,Others,OTHER,Others,FC,551
12703102,Pomt Trading LLC-Irwindale-CA-21756d50-5307-4561-8a73-c959d2a85be9,1P,Others,OTHER,Others,FC,656
77397,Howard Elliott Collection Inc - Addison IL,1P,Others,OTHER,Others,FC,13
43430802,Edsal Manufacturing - Chicago IL DC1,1P,Others,OTHER,Others,FC,1
779313,Fabrication Enterprises Inc - Elmsford NY,1P,Others,OTHER,Others,FC,2938
5792527,MAX FURNITURE INC-Bordentown-NJ-f4e753c6-2578-4014-a124-26b904d1a2ed,1P,Others,OTHER,Others,FC,96
52937303,SATORI HOME LIMITED-Tolleson-AZ-3,1P,Others,OTHER,Others,FC,2
5926,ATL2n Carrollton FC 7005,1P,Others,OTHER,Others,FC,82340
3969,CVG1n Monroe OH FC 3967,1P,Others,OTHER,Others,FC,96983
1525429,FIREWATER PACKAGE - Marietta,1P,Others,OTHER,Others,FC,54
725320,Ienjoy LLC - Nashville TN,1P,Others,OTHER,Others,FC,4958
47482183,ON DEMAND TIRES LLC-Gaylord-MI-0bd971ef-b7fd-4e94-9dfe-a0db7abf5cf2,1P,Others,OTHER,Others,FC,22
796789,Homechoice International Group - South El Monte CA,1P,Others,OTHER,Others,FC,934
9718727,Henkey Inc-Houston-TX-27,1P,Others,OTHER,Others,FC,550
43127651,Cofree-Buford-GA-51,1P,Others,OTHER,Others,FC,946
444096,E And E Co Ltd - Woodland CA,1P,Others,OTHER,Others,FC,1316
42535103,SIMPLE TIRE LLC-Kansas City-KS-3,1P,Others,OTHER,Others,FC,6
47482247,ON DEMAND TIRES LLC-Deer Park-NY-a2579834-11e4-4bf9-947e-1060c14a3fbc,1P,Others,OTHER,Others,FC,911
10516602,Gewnee Inc.-Dayton-NJ-47ae48b0-20d8-41b1-a1e1-ddc5fe5f28e0,1P,Others,OTHER,Others,FC,51
47334110,SPIN MASTER INC-Olive Branch-MS-4351bc89-9f7b-4d21-aa33-826a3e95d6b3,1P,Others,OTHER,Others,FC,695
455501,Samsonite LLC - Jacksonville FL,1P,Others,OTHER,Others,FC,199
428258,"Phoenix Jewelry Manufacturing, Inc.-DORAL-FL-1",1P,Others,OTHER,Others,FC,218
5845307,Bissell Intl Trading Co Bv - Richmond VA,1P,Others,OTHER,Others,FC,912
86207198,"ALVANTOR INDUSTRY CO., LTD.-Garden City-GA-732d7515-07bf-4acf-b7cf-4721dc2b7b4b",1P,Others,OTHER,Others,FC,3
9054017,Xiaonie Liao-Fontana-CA-d67400f6-82a3-4b59-a614-fd34736c1d56,1P,Others,OTHER,Others,FC,9
43148917,Verona Sky International Tradi-Rincon-GA-8ba32358-5cc7-41e5-a9f5-08646a334f1b,1P,Others,OTHER,Others,FC,48
10946501,Mohawk Carpet Distribution Inc - Calhoun GA DC1,1P,Others,OTHER,Others,FC,436
42535102,SIMPLE TIRE LLC-Carrollton-TX-2,1P,Others,OTHER,Others,FC,115
11116087,Qualdepot-Houston-TX-bdcc773f-3983-46f6-ba02-a9d76e96a677,1P,Others,OTHER,Others,FC,10
1523032,Piefection,1P,Others,OTHER,Others,FC,2
32101804,PPG Architectural FINISHES INC-Huron-OH-4,1P,Others,OTHER,Others,FC,5526
72041,PCP Group LLC - Clearwater FL,1P,Others,OTHER,Others,FC,7472
1525430,USA Package Store - Conyers,1P,Others,OTHER,Others,FC,26
76568,MOHAWK CARPET DISTRIBUTION INC-Chatsworth-GA-1,1P,Others,OTHER,Others,FC,54
