ship_node_org_cd,ship_node_org_nm,item_type,sort_flg,NEXT_GEN_FLAG,IP_Flag,fulmnt_channel,sales_qty
86186408,CARPENTER CO-Russellville-KY-6,1P,Others,OTHER,Others,FC,94
232174,CE North America LLC - Memphis TN,1P,Others,OTHER,Others,FC,65
9339816,Nexware E-Commerce LLC-North Brunswick-NJ-16,1P,Others,OTHER,Others,FC,1
3843811,INGRAM BOOK GROUP LLC-La Vergne-TN-82675574-3edb-454c-b5ec-29a4cbb395d9,1P,Others,OTHER,Others,FC,16873
29821,DFW5s Lancaster TX FC 3006,1P,Sort,NEXT_GEN,IP,FC,1152640
4494503,C&Q INTERNATIONAL CORP-Monroe Township-NJ-3,1P,Others,OTHER,Others,FC,10856
93397,True Innovations & Design (usa) LLC-Pooler-GA-1,1P,Others,OTHER,Others,FC,91
297416,Oriental Weavers Usa Inc - Dalton GA DC 1,1P,Others,OTHER,Others,FC,28
7366803,Seville Classics Inc - Keasbey NJ,1P,Others,OTHER,Others,FC,93
42535162,SIMPLE TIRE LLC-ROANOKE-VA-93154b9c-a91f-4a6b-af07-1b37cd181f41,1P,Others,OTHER,Others,FC,68
43127685,Cofree-Bloomington-CA-02d9310f-dbf6-4ec5-b101-ae1fe3b55923,1P,Others,OTHER,Others,FC,85
104569,REPTILES BY MACK LLC-Xenia-OH-51ff3720-a9d5-4886-a087-c1808e17c3e2,1P,Others,OTHER,Others,FC,124
42535109,SIMPLE TIRE LLC-Fontana-CA-9,1P,Others,OTHER,Others,FC,2
31341,"PHL5s Greencastle, PA FC 3124",1P,Sort,NEXT_GEN,Others,FC,3727983
45073409,CIRCLE GRAPHICS INC-Grand Prairie-TX-4ec112b0-c9c4-4273-8d92-65d6318718c6,1P,Others,OTHER,Others,FC,1398
1522703,Arizona Family Flowers - S 16th St,1P,Others,OTHER,Others,FC,1
12569704,Weer Home Inc.-Chino-CA-6c85214b-a9e5-4447-a1f0-d03ea3ebeabf,1P,Others,OTHER,Others,FC,311
1751201,Cap Barbell Inc - Union NJ,1P,Others,OTHER,Others,FC,10165
60962103,Naftali Inc - Miami FL,1P,Others,OTHER,Others,FC,108
42769304,Epoca International Inc - Memphis TN,1P,Others,OTHER,Others,FC,2845
9077813,Wge West Group Inc-Redlands-CA-da32b4c2-e71f-42d7-9ba5-2cd20b83f987,1P,Others,OTHER,Others,FC,5
6870402,Lumi Importing LTD-Suwanee-GA-2,1P,Others,OTHER,Others,FC,1268
8841625,"LETTOI, LLC-Fontana-CA-8df71723-a550-4421-8f1b-ee0f7040da37",1P,Others,OTHER,Others,FC,52
62832659,DELTICOM NORTH AMERICA INC-Robbinsville-NJ-59,1P,Others,OTHER,Others,FC,7
2233501,Pacific Cycle Inc - Vacaville CA,1P,Others,OTHER,Others,FC,53
8830794,"Sweetnight Home Co., Ltd-Baytown-TX-451dc9c2-1e07-4b2f-9fd8-a96b95b2ad85",1P,Others,OTHER,Others,FC,181
47482215,ON DEMAND TIRES LLC-Jacksonville-FL-f4a63e8c-f3ca-4363-88de-b127dbcaacd5,1P,Others,OTHER,Others,FC,390
42823502,RENFRO CORPORATION-Ft Payne-AL-2,1P,Others,OTHER,Others,FC,1173
63360526,Gigacloud Technology(usa) Inc.-Ontario-CA-26,1P,Others,OTHER,Others,FC,484
42790703,"Rt Accessories Us, Inc.-Obetz-OH-f47dafbd-d00f-4558-8601-ce77eb404884",1P,Others,OTHER,Others,FC,132
818760,Giant Power Inc - Weymouth MA,1P,Others,OTHER,Others,FC,124
3668303,"Draper Equities, L.L.C.-Queens-NY-3",1P,Others,OTHER,Others,FC,2
739923,Premier Brands Group Company I - South Hill VA,1P,Others,OTHER,Others,FC,1
736333,Pg Golf LLC - Sugar Land TX,1P,Others,OTHER,Others,FC,562
66170504,Textiles From Europe - Hightstown NJ,1P,Others,OTHER,Others,FC,11066
13687403,Delray Plants Delray Beach FL,1P,Others,OTHER,Others,FC,330
73282104,MECHANIX WEAR-Kansas City-MO-3,1P,Others,OTHER,Others,FC,38
23624005,Indian Industries Inc - San Diego CA,1P,Others,OTHER,Others,FC,1
270603,UNITED INDUSTRIES-Edwardsville-IL-1,1P,Others,OTHER,Others,FC,83
9718762,Henkey Inc-City of Industry-CA-b591a78c-e505-4bcc-9fd5-07f197c2aa6f,1P,Others,OTHER,Others,FC,572
151779,Stamina Products Inc - Springfield MO,1P,Others,OTHER,Others,FC,3420
208564,Agiletek Corporation - Rancho Cucamonga CA,1P,Others,OTHER,Others,FC,6
9718754,Henkey Inc-Elk Grove Village-IL-b7e0ed21-36f6-4065-a85b-87d5eadffb54,1P,Others,OTHER,Others,FC,1
62832617,Delticom North America Inc - STM MS DC 17,1P,Others,OTHER,Others,FC,3213
7201158,MACHINEHOME INC-Ontario-CA-b05ae1e8-8dcc-42d9-9f25-9cc4039c087a,1P,Others,OTHER,Others,FC,240
57095,La Fragrances Inc - Fountain Valley CA,1P,Others,OTHER,Others,FC,212
7933220,E MISHAN & SONS INC-Ontario-CA-e8dcc781-6e1b-4753-9a04-5ecfb3e7cf45,1P,Others,OTHER,Others,FC,219
234336,Tramontina Usa Inc - Sugar Land TX,1P,Others,OTHER,Others,FC,359
7082721,SIMONFURNITURE INTERNATIONAL I-Ontario-CA-620a4b79-fe79-496c-97e7-63c4c112a838,1P,Others,OTHER,Others,FC,48
47482172,ON DEMAND TIRES LLC-Saint Charles-MO-54b922af-b63b-4ffa-87d5-840179bfe0e6,1P,Others,OTHER,Others,FC,1155
47689042,LLYTECH INC-Commerce-GA-6c75f631-2b26-46fa-b208-cf09234a2257,1P,Others,OTHER,Others,FC,189
38964,W86 Trading Co LLC - City Of Industry CA,1P,Others,OTHER,Others,FC,327
47214,KING OF THE FOREST LLC-Montclair-CA-1,1P,Others,OTHER,Others,FC,591
61454278,SIMPLE TIRE LLC-Indianapolis-IN-f4dc0a2b-8321-498f-879f-3a226c82cebd,1P,Others,OTHER,Others,FC,443
5792524,MAX FURNITURE INC-Port Wentworth-GA-f326f497-231c-46ed-b149-fe1ade33f9fb,1P,Others,OTHER,Others,FC,184
43192812,Gerojo LLC-Savannah-GA-2f3591a9-7890-407c-9e04-4bb75af8a521,1P,Others,OTHER,Others,FC,18
22407103,DHI CORP-Summerville-SC-3,1P,Others,OTHER,Others,FC,2970
86207152,"ALVANTOR INDUSTRY CO., LTD.-Fontana-CA-3ae54464-f0a9-44e3-9a8f-863e4d55ca6f",1P,Others,OTHER,Others,FC,11
5353532,THE SCOTTS MIRACLE-GRO COMPANY-Cresson-TX-5a3aaa82-ef18-4a76-a015-4f1b450844ae,1P,Others,OTHER,Others,FC,472
62424,Central National Gottesman Inc - Avenel NJ,1P,Others,OTHER,Others,FC,11
STORE,STORE,1P,Others,OTHER,Others,FC,15371566
42846005,Cosiest Inc-Braselton-GA-bb036261-96ce-4659-b691-ef945e510061,1P,Others,OTHER,Others,FC,15
42846034,Cosiest Inc-Ontario-CA-24acd809-dda4-470c-a189-f0e288ac7220,1P,Others,OTHER,Others,FC,4
12569714,Weer Home Inc.-Dayton-NJ-ae116e02-e223-43dd-81fb-552f9b7c5e14,1P,Others,OTHER,Others,FC,134
42535181,SIMPLE TIRE LLC-BATON ROUGE-LA-aff0312b-f1ed-4e25-82f4-d1b93af006b5,1P,Others,OTHER,Others,FC,145
796093,Fox Hill Trading LLC - Dandridge TN,1P,Others,OTHER,Others,FC,215
7736006,Royalbaby Us LLC - Ames IA,1P,Others,OTHER,Others,FC,8
47482155,ON DEMAND TIRES LLC-San Antonio-TX-f459303d-0fac-4495-b81a-c980b46e6c88,1P,Others,OTHER,Others,FC,970
460006,BECKWITH SALES CO-Broken Arrow-OK-1,1P,Others,OTHER,Others,FC,35
87386,"LEVOLOR, INC.-Douglas-AZ-1",1P,Others,OTHER,Others,FC,16
7042168,US NOVA LLC-Easton-PA-bc4b3a5a-c145-40d3-be85-6a88a80fc37d,1P,Others,OTHER,Others,FC,2
8841633,"LETTOI, LLC-Philadelphia-PA-619a79f5-aa00-4578-af51-b08d260bc016",1P,Others,OTHER,Others,FC,2
8291503,"ALTMAN SPECIALTY PLANTS, LLC-Loxahatchee-FL-3",1P,Others,OTHER,Others,FC,2343
61454252,SIMPLE TIRE LLC-Monett-MO-c247b70c-a980-4c6b-bd08-5afc5a939fa7,1P,Others,OTHER,Others,FC,849
63247402,"BODUM USA, INC.-Windsor-CT-7ad9a6f2-76c4-4704-9ca3-acbfb6f610d0",1P,Others,OTHER,Others,FC,345
83559237,Carrolls LLC - Grand Rapids MI,1P,Others,OTHER,Others,FC,154
64893409,PAN OCEANIC EYEWEAR LTD-HAYWARD-CA-9,1P,Others,OTHER,Others,FC,58
138151,Reliable Knitting Works - Campbellsport WI,1P,Others,OTHER,Others,FC,10
8556,LAX2n Chino FC 7049,WFS,Others,OTHER,Others,FC,177823
53895207,WAREHOUSE OF TIFFANY-Eastvale-CA-7,1P,Others,OTHER,Others,FC,93
33541301,Norstar Office Products Inc - Los Angeles CA,1P,Others,OTHER,Others,FC,72
422266,Veridian Healthcare LLC - Gurnee IL,1P,Others,OTHER,Others,FC,8932
144013,Koolatron - Batavia NY,1P,Others,OTHER,Others,FC,866
781824,George R Chaby Inc - Philadelphia PA,1P,Others,OTHER,Others,FC,2263
609492,New England Outdoor And Recreati - Waterbury CT,1P,Others,OTHER,Others,FC,144
125031,"LAS VEGAS EXOTIC FISH, LLC-Las Vegas-NV-7bcbd413-bbf0-41dd-b1ec-ba211940e9ac",1P,Others,OTHER,Others,FC,1
37192,FLYNN ENTERPRISES LLC-Hopkinsville-KY-1,1P,Others,OTHER,Others,FC,1457
17870030,Sp Richards Co - Schertz TX,1P,Others,OTHER,Others,FC,8500
740217,Chf Industries Inc - Loris SC,1P,Others,OTHER,Others,FC,5525
630142,Factory Direct Jewelry - 630142 - MP,1P,Others,OTHER,Others,FC,145
47482220,ON DEMAND TIRES LLC-Atlanta-GA-8e755259-b87a-4060-ae8b-5214f3d0fd67,1P,Others,OTHER,Others,FC,1420
415281,Lax Gadgets Inc - Woodside NY,1P,Others,OTHER,Others,FC,10
26174405,Stork Craft Manufacturing Usa - Lancaster TX,1P,Others,OTHER,Others,FC,2418
62832650,DELTICOM NORTH AMERICA INC-KANSAS CITY-MO-50,1P,Others,OTHER,Others,FC,314
7385902,Keeney Holdings LLC-Edgerton-KS-2,1P,Others,OTHER,Others,FC,17
4456811,SINOWELL INC-Burlington-NJ-8b53de1a-6ab8-4a26-97ea-73a8b6ef1acd,1P,Others,OTHER,Others,FC,1
3843809,Ingram Book Group LLC - Jackson TN,1P,Others,OTHER,Others,FC,1133
63360523,Gigacloud Technology(usa) Inc.-Suite 200 Pooler-GA-23,1P,Others,OTHER,Others,FC,1594
62832618,Delticom North America Inc - STM TX DC 18,1P,Others,OTHER,Others,FC,3693
61454291,SIMPLE TIRE LLC-Rossville-TN-de69b3c6-cbc3-4da5-afd3-f4874cea5370,1P,Others,OTHER,Others,FC,628
26206403,WOW SPORTS LLC-San Bernardino-CA-3,1P,Others,OTHER,Others,FC,31
740042,STEVEN B GOLDEN ASSOCIATES-Bethlehem-PA-1,1P,Others,OTHER,Others,FC,361
10811504,WILD GROUP DEVELOPMENT INC-Rancho Cucamonga-CA-f8d7f547-84c6-4565-a9c3-73e19b360cfe,1P,Others,OTHER,Others,FC,29
78371202,Allocacoc Corporation - Santa Ana CA,1P,Others,OTHER,Others,FC,7
62832685,DELTICOM NORTH AMERICA INC-Seville-OH-85,1P,Others,OTHER,Others,FC,613
6020204,Vf Jeanswear Limited Partnersh - Luray VA,1P,Others,OTHER,Others,FC,19020
61454239,SIMPLE TIRE LLC-Houston-TX-c1167eef-fc84-4601-aca3-fd69e166d010,1P,Others,OTHER,Others,FC,7797
32497,Stupell Industries LTD Inc - Johnston RI,1P,Others,OTHER,Others,FC,1503
5621606,Topeakmart Ltd - Woodland CA,1P,Others,OTHER,Others,FC,42
27342740,HUMBLE CREW INC-Anaheim-CA-8af41fd4-04f5-4ab5-946c-ddaa08d7f778,1P,Others,OTHER,Others,FC,191
3461702,"Glister, Inc.-Columbus-OH-2",1P,Others,OTHER,Others,FC,21
4494567,C&Q INTERNATIONAL CORP-Burlington-NJ-4a3093f4-fcda-40db-bc49-bae60bade8d2,1P,Others,OTHER,Others,FC,2810
42959415,Hengjian Home Furnishing (Hong-Fife-WA-46007133-29f5-4f64-bca1-f8e884c15dd9,1P,Others,OTHER,Others,FC,2201
86207113,"ALVANTOR INDUSTRY CO., LTD.-Ontario-CA-bb1e1df4-a120-4d26-ae25-0c989d02de32",1P,Others,OTHER,Others,FC,357
83559220,Carrolls LLC - Forest Park GA,1P,Others,OTHER,Others,FC,132
43127637,Cofree-Bordentown-NJ-37,1P,Others,OTHER,Others,FC,1431
4456809,SINOWELL INC-Rincon-GA-fdb66305-ee64-4873-b31e-8c4c745a0279,1P,Others,OTHER,Others,FC,32
11116034,Qualdepot-Burlington-NJ-c8386428-07ff-466e-aaa8-5d30892bf55c,1P,Others,OTHER,Others,FC,53
42959414,Hengjian Home Furnishing (Hong-Bloomington-CA-0b071a7f-fe98-4d84-91a6-acd9b13c7ed1,1P,Others,OTHER,Others,FC,8570
4494505,C&Q INTERNATIONAL CORP-Fontana-CA-5,1P,Others,OTHER,Others,FC,70
61454269,SIMPLE TIRE LLC-Grinnell-IA-249a354a-11a8-41af-81e2-3ba7373cf69e,1P,Others,OTHER,Others,FC,662
6659506,"KUMHO TIRE U.S.A., INC.-Arlington-TX-a02f6f67-2a4b-4b9d-88ea-20e9b8289906",1P,Others,OTHER,Others,FC,6087
20850102,PROSOURCE DISCOUNTS INC-Fullerton-CA-2,1P,Others,OTHER,Others,FC,267
73073202,Targus International LLC-Anaheim-CA-1,1P,Others,OTHER,Others,FC,107
42846018,Cosiest Inc-Fontana-CA-be14a01c-1967-41fb-b9bf-ef69a8e6ac34,1P,Others,OTHER,Others,FC,220
3806908,ART3D LLC-Rancho Cucamonga-CA-33e81005-1632-45a0-a3a8-fba1d4d3478b,1P,Others,OTHER,Others,FC,24
5257108,Sodastream Usa Inc - Salt Lake City UT,1P,Others,OTHER,Others,FC,4
755083,Prime Global Products Inc - Ball Ground GA,1P,Others,OTHER,Others,FC,228
7042170,US NOVA LLC-Atlanta-GA-5b288930-3000-4d54-88ef-6d42824e7770,1P,Others,OTHER,Others,FC,5
357343,Pinemeadow Golf Products Inc - Wilsonville OR,1P,Others,OTHER,Others,FC,4
9054015,Xiaonie Liao-Burlington-NJ-526102a7-4f1c-46ca-b9b8-b8d7bf46914f,1P,Others,OTHER,Others,FC,57
638775,Sunrise Global Marketing LLC - Virginia Beach VA,1P,Others,OTHER,Others,FC,22
9681,Petra Industries LLC - Edmond OK,1P,Others,OTHER,Others,FC,13815
67849519,MEDLINE INDUSTRIES INC-Tracy-CA-5aee8848-0e23-4c7a-b256-32805cd9dd34,1P,Others,OTHER,Others,FC,56
436733,ROBINSON MFG CO INC-Dayton-TN-1,1P,Others,OTHER,Others,FC,230
228163,K And M Associates Lp - Providence RI,1P,Others,OTHER,Others,FC,6
72861802,Weems Industries Inc - Marion IA,1P,Others,OTHER,Others,FC,166
46696414,DELTA ENTERPRISE CORPORATION-Pooler-GA-13,1P,Others,OTHER,Others,FC,40
1751202,Cap Barbell Inc - Joliet IL,1P,Others,OTHER,Others,FC,12564
47482227,ON DEMAND TIRES LLC-Charlotte-NC-7f322bbd-3e98-49c6-8a5c-3680b5f3f4ad,1P,Others,OTHER,Others,FC,1091
63360524,Gigacloud Technology(usa) Inc.-El Monte-CA-24,1P,Others,OTHER,Others,FC,357
21197203,LUXURY HOME 1 INC-Paterson-NJ-3be896c7-e5ea-422a-be8e-738d351361bb,1P,Others,OTHER,Others,FC,114
73987503,MERCHSOURCE LLC-Bloomingdale-GA-3,1P,Others,OTHER,Others,FC,975
46835003,JORDAN MANUFACTURING CO INC-Kentland-IN-3,1P,Others,OTHER,Others,FC,15
97684,Vtech Communications Inc - San Antonio TX,1P,Others,OTHER,Others,FC,1396
47482163,ON DEMAND TIRES LLC-Stillwater-OK-fc09d89d-ad45-4c11-b577-c0a0ff7e6c62,1P,Others,OTHER,Others,FC,877
8841634,"LETTOI, LLC-aurora-IL-235f04e8-887e-494d-97cd-cf07633d8a6f",1P,Others,OTHER,Others,FC,58
83559219,Carrolls LLC - Conway SC,1P,Others,OTHER,Others,FC,93
8943312,IDEA NUOVA INC-POOLER-GA-10,1P,Others,OTHER,Others,FC,8
15728,Olympia Tools Intl Inc - Olive Branch MS,1P,Others,OTHER,Others,FC,2
5211207,Emery Jensen Distribution LLC - Loxley AL,1P,Others,OTHER,Others,FC,1338
47482197,ON DEMAND TIRES LLC-Prestonsburg-KY-c9d9115a-68ec-4855-b826-8f91243fdbaf,1P,Others,OTHER,Others,FC,447
62832648,DELTICOM NORTH AMERICA INC-PORTLAND-ME-48,1P,Others,OTHER,Others,FC,186
9290214,Qiduo Innovation Inc-Bordentown-NJ-76cc93eb-95b5-4f67-b042-9fc70ea469d0,1P,Others,OTHER,Others,FC,8055
773120,Tracer Imaging LLC-Louisville-KY-362be87a-fdf3-4753-9413-9d4e7dc00286,1P,Others,OTHER,Others,FC,899
42304005,Matrix Sports LLC-Cerritos-CA-42f6294e-e566-457d-8bc0-33ade7ebedf2,1P,Others,OTHER,Others,FC,946
11116030,Qualdepot-Ewing-NJ-7522c48d-c648-43fb-865f-112f0ef56ed0,1P,Others,OTHER,Others,FC,59
43960,The Original California Car Duster Co.-Simi Valley-CA-1,1P,Others,OTHER,Others,FC,71
66510206,Almo Fullfillment Services Wes - Earth City MO,1P,Others,OTHER,Others,FC,13
6284,MCO1s Davenport FC 7853,WFS,Sort,OTHER,Others,FC,825328
22727202,Shades Unlimited Inc - Knoxville TN,1P,Others,OTHER,Others,FC,99
52725498,GOODYEAR TIRE & RUBBER CO-West Sacrramento-CA-96,1P,Others,OTHER,Others,FC,458
77825,Qualiaware Inc.-eastvale-CA-1,1P,Others,OTHER,Others,FC,1378
6874703,"Geemo Technology Co., Ltd-Irwindale-CA-3",1P,Others,OTHER,Others,FC,167
10214703,SERTA LLC-San Bernardino-CA-3,1P,Others,OTHER,Others,FC,17
4401,ATL1s Atlanta FC 8240,WFS,Sort,OTHER,Others,FC,1398495
62832611,Delticom North America Inc - RT KY DC 11,1P,Others,OTHER,Others,FC,2223
4494561,C&Q INTERNATIONAL CORP-Houston-TX-1e20d48a-40a7-4ec4-b39e-e38d7a0a55ed,1P,Others,OTHER,Others,FC,1542
535984,Bed Bath N More - Brooklyn NY,1P,Others,OTHER,Others,FC,1538
461244,Prym Consumer Usa Inc - Spartanburg SC,1P,Others,OTHER,Others,FC,1161
47482207,ON DEMAND TIRES LLC-Huntsville-AL-51cd51c1-1971-479f-bc54-1c79e62c1287,1P,Others,OTHER,Others,FC,497
203542,THERM O WEB INC-Wheeling-IL-1,1P,Others,OTHER,Others,FC,174
633290,Super-sparkly Safety Stuff Ll - Dallas TX,1P,Others,OTHER,Others,FC,15
9632803,Swiss Madison LLC-savannah-GA-3,1P,Others,OTHER,Others,FC,277
42535141,SIMPLE TIRE LLC-Nampa-ID-dc16b662-7622-4adb-8f8f-b7db559ed743,1P,Others,OTHER,Others,FC,30
62832646,DELTICOM NORTH AMERICA INC-EAST TAUNTON-MA-46,1P,Others,OTHER,Others,FC,113
1525401,Cloves Indian Groceries & Kitchen - Phoenix,1P,Others,OTHER,Others,FC,104
5792525,MAX FURNITURE INC-Marietta-GA-4150634f-4cf0-49e0-97c9-5ab5d3792bfb,1P,Others,OTHER,Others,FC,121
75917003,Gns Sales LLC-San Diego-CA-3,1P,Others,OTHER,Others,FC,8
26175502,Lebanon Seaboard Corp - Lebanon PA,1P,Others,OTHER,Others,FC,1548
42710820,"Healthcare Sc, LLC-Austell-GA-a9560d6a-d031-4354-82b6-fbb2cdbbe1d1",1P,Others,OTHER,Others,FC,34
54653104,Giti Tire Usa LTD - Pataskala OH,1P,Others,OTHER,Others,FC,1540
1523805,SKG Store - Doral,1P,Others,OTHER,Others,FC,1
56289,George Chin - Upper Saddle River NJ DC1,1P,Others,OTHER,Others,FC,265
42535158,SIMPLE TIRE LLC-CARROLLTON-TX-8cb4e92d-7039-4a73-ac31-3e6049c1d8f4,1P,Others,OTHER,Others,FC,345
44887,MOAB VENTURES LLC-Siloam Springs-AR-1,1P,Others,OTHER,Others,FC,59
73527102,Wagners LLC - Milford IL,1P,Others,OTHER,Others,FC,41
351019,Legend Brands LLC-New York-NY-62c63a0d-6254-43b7-bebb-ac043fe7e0a0,1P,Others,OTHER,Others,FC,1
63981,Unicorn Tire Corporation - Memphis TN,1P,Others,OTHER,Others,FC,23195
31341,"PHL5s Greencastle, PA FC 3124",1P,Sort,NEXT_GEN,Others,DFS,377
9054004,Xiaonie Liao-Fontana-CA-c4c4a38f-fd37-4172-961d-5a23c9679759,1P,Others,OTHER,Others,FC,290
17870002,Sp Richards Co - Concord NC,1P,Others,OTHER,Others,FC,2148
786322,G A Gertmenian And Sons LLC - Los Angeles CA,1P,Others,OTHER,Others,FC,392
55482111,BRAND NETWORK INC (THE).-SUWANEE-GA-10,1P,Others,OTHER,Others,FC,541
23357006,Amax Incorporated - Savannah GA,1P,Others,OTHER,Others,FC,3
1525269,Razor Emporium - Phoenix,1P,Others,OTHER,Others,FC,1
63526111,DUPRAY USA LLC-Rancho Dominguez-CA-ccaeea82-23a0-4fa5-9f3f-215bfda191fc,1P,Others,OTHER,Others,FC,18
4044006,Wise Tiger LLC-Rancho Cucamonga-CA-7e3d302f-f7d1-416d-9bbd-68996f8f379a,1P,Others,OTHER,Others,FC,896
67849512,MEDLINE INDUSTRIES INC-Jeffersonville-IN-df7675d0-df63-4a17-8f8a-a1859bdd159e,1P,Others,OTHER,Others,FC,244
22288502,ORCHARD YARN & THREAD CO INC-Rincon-GA-2,1P,Others,OTHER,Others,FC,18
73863,Hidbea LLC-LONG ISLAND CITY-NY-1,1P,Others,OTHER,Others,FC,26
541920,Sanders Collection Inc - Hillburn NY,1P,Others,OTHER,Others,FC,7630
42769306,EPOCA INTERNATIONAL INC-Forth Worth-TX-5,1P,Others,OTHER,Others,FC,18
86588102,"Asmodee North America, Inc.-Lino Lakes-MN-2",1P,Others,OTHER,Others,FC,503
450442,Eastpoint Sports LTD LLC - Ontario CA,1P,Others,OTHER,Others,FC,37
5000721,Wyeth K Killip-Newville-PA-21,1P,Others,OTHER,Others,FC,3
83559263,Carrolls LLC - Lubbock TX,1P,Others,OTHER,Others,FC,196
11511123,"Easyhome Co., Ltd.-Port Wentworth-GA-447d4d3f-be4d-4eb2-978f-fefec042fb5d",1P,Others,OTHER,Others,FC,7
1522688,Deep River Specialty Foods - Crosswinds Way,1P,Others,OTHER,Others,FC,1
432914,Sourcing Solutions Inc - Hudson WI,1P,Others,OTHER,Others,FC,407
969608,U & I ENTERTAINMENT LLC-Memphis-TN-640e5a33-7bcc-4c6b-9174-5ccfaded3555,1P,Others,OTHER,Others,FC,1498
11116088,Qualdepot-Ontario-CA-c8f8ff8b-8e99-4dbf-9843-9c42d9c0cb72,1P,Others,OTHER,Others,FC,45
43127655,Cofree-Dayton-NJ-55,1P,Others,OTHER,Others,FC,113
6753,BNA1 Lebanon TN FC 4008,WFS,Others,OTHER,Others,FC,40017
47482186,ON DEMAND TIRES LLC-Allen Park-MI-938f268b-5787-49ed-81b2-47f8f2a5ec77,1P,Others,OTHER,Others,FC,56
42535112,SIMPLE TIRE LLC-Houston-TX-12,1P,Others,OTHER,Others,FC,12
10516609,Gewnee Inc.-South Holland-IL-a5758e1a-ed32-432d-b240-64568ec4fa87,1P,Others,OTHER,Others,FC,26
10547425,39F Inc-Rancho Cucamonga-CA-049a8743-943d-4556-ad13-3614b8ed3686,1P,Others,OTHER,Others,FC,19
795735,Minky Homecare LLC - Grandview MO,1P,Others,OTHER,Others,FC,8
44381302,Mgt Industries Inc - Los Angeles CA,1P,Others,OTHER,Others,FC,564
7174207,BEST BABIE INC.-Riverside-CA-e0971f1a-5474-407d-88ad-b996bfc9aa2a,1P,Others,OTHER,Others,FC,107
7739349,HONGGE LLC-Edison-NJ-6cc26e18-a30e-4ea9-bb53-5829210702e0,1P,Others,OTHER,Others,FC,2
3969,CVG1n Monroe OH FC 3967,WFS,Others,OTHER,Others,FC,48272
24764304,HKC-US LLC-Memphis-TN-4,1P,Others,OTHER,Others,FC,212
40404108,GREENBALL CORPORATION-MORENO VALLEY-CA-5,1P,Others,OTHER,Others,FC,1255
413204,Champion Power Equipment - Jackson TN,1P,Others,OTHER,Others,FC,60
83559266,Carrolls LLC - El Paso TX,1P,Others,OTHER,Others,FC,70
1525201,20028 N 67th Ave - Glendale,1P,Others,OTHER,Others,FC,2
48442307,KENT INTERNATIONAL INC-Summerville-SC-cacf72b2-5c20-4c8c-b481-4cf5a35f2547,1P,Others,OTHER,Others,FC,13
63652202,SBM LIFE SCIENCE CORPORATION-Poway-CA-a8741c41-cf49-4066-9d43-52a6d386f5cf,1P,Others,OTHER,Others,FC,720
74340602,Grove NA Inc.-Sante Fe Spring-CA-2,1P,Others,OTHER,Others,FC,13658
39079206,NORTHWEST COMPANY LLC-Elkin-NC-7,1P,Others,OTHER,Others,FC,223
74335102,Oscar Wilson Engines And Parts - Ofallon MO,1P,Others,OTHER,Others,FC,79
23425302,BINTIVA-Egg Harbor-NJ-2,1P,Others,OTHER,Others,FC,56
411781,Awntech Corporation - Euless TX,1P,Others,OTHER,Others,FC,5
42535113,SIMPLE TIRE LLC-Mustang-OK-13,1P,Others,OTHER,Others,FC,2
432640,Pharo Deals NY Inc.-cornwall-NY-1,1P,Others,OTHER,Others,FC,561
729953,Intradeco Apparel Inc - Summerville SC,1P,Others,OTHER,Others,FC,3072
9339704,True Innovations & Design (usa-Houston-TX-123328bc-b25b-45e3-a92e-97fdc7f49d91,1P,Others,OTHER,Others,FC,175
46103,Munchkin Inc - Redlands CA,1P,Others,OTHER,Others,FC,14
45116,Decor Wonderland Of Us - Newark NJ,1P,Others,OTHER,Others,FC,7
2233508,Pacific Cycle Inc - Savannah GA,1P,Others,OTHER,Others,FC,58
83183102,Courtside Market LLC - Delray Beach FL,1P,Others,OTHER,Others,FC,5
9054016,Xiaonie Liao-Rincon-GA-5d9d5c5e-d9d9-40ba-a32c-41a658a4f089,1P,Others,OTHER,Others,FC,98
62832657,DELTICOM NORTH AMERICA INC-Omaha-NE-57,1P,Others,OTHER,Others,FC,152
564187,Caravan Canopy International - La Mirada CA,1P,Others,OTHER,Others,FC,137
1525521,JP LIQUOR,1P,Others,OTHER,Others,FC,16
39865103,Athra Nj Inc - Carlstadt NJ,1P,Others,OTHER,Others,FC,13
49236301,Roller Derby Skate Corporation - Atglen PA,1P,Others,OTHER,Others,FC,960
578823,Jem Accessories Inc - Edison NJ,1P,Others,OTHER,Others,FC,740
41819302,L Powell Acquisition Corp - Eden NC,1P,Others,OTHER,Others,FC,1
4044011,Wise Tiger LLC-Ontario-CA-e23fa651-87b9-4816-8c08-63407edaa2a4,1P,Others,OTHER,Others,FC,516
42535132,SIMPLE TIRE LLC-Minneapolis-MN-32,1P,Others,OTHER,Others,FC,4
43090006,LIFEWORKS TECHNOLOGY GROUP LLC-San Bernardino-CA-5,1P,Others,OTHER,Others,FC,14
52725434,Goodyear Tire And Rubber Co - Richmond VA,1P,Others,OTHER,Others,FC,689
7933207,E MISHAN & SONS INC-Southington-CT-6,1P,Others,OTHER,Others,FC,25
86207129,"ALVANTOR INDUSTRY CO., LTD.-Ontario-CA-87f233fc-72bf-49d6-8ecb-a0a7802f6fa5",1P,Others,OTHER,Others,FC,14
